startTime,open,high,low,close,endTime,volume
1727609400000,5677739,5677739,5674634,5676771,1727609699999,1.441
1727609700000,5677713,5682497,5677099,5682497,1727609999999,10.496
1727610000000,5682497,5684331,5680239,5681026,1727610299999,10.756
1727610300000,5680239,5682575,5678518,5681788,1727610599999,1.705
1727610600000,5682722,5684132,5681805,5681805,1727610899999,2.855
1727610900000,5681545,5681883,5679547,5680914,1727611199999,2.983
1727611200000,5682038,5686882,5681243,5684590,1727611499999,7.085
1727611500000,5684590,5687073,5683353,5684460,1727611799999,5.407
1727611800000,5683673,5684460,5681459,5681796,1727612099999,2.123
1727612100000,5681796,5687168,5681796,5685083,1727612399999,2.996
1727612400000,5685083,5685870,5679513,5679513,1727612699999,3.380
1727612700000,5680300,5680663,5678319,5680326,1727612999999,1.752
1727613000000,5680326,5682229,5677653,5680654,1727613299999,5.414
1727613300000,5679867,5684132,5679867,5682142,1727613599999,3.335
1727613600000,5682142,5683258,5680040,5681978,1727613899999,2.247
1727613900000,5682921,5683630,5678682,5681191,1727614199999,6.361
1727614200000,5680404,5681364,5676606,5678777,1727614499999,6.463
1727614500000,5677990,5678777,5674132,5675222,1727614799999,3.736
1727614800000,5674876,5676693,5670266,5673233,1727615099999,10.986
1727615100000,5673233,5680551,5673146,5679763,1727615399999,6.855
1727615400000,5679763,5688517,5679763,5686813,1727615699999,12.455
1727615700000,5686813,5690879,5685429,5685645,1727615999999,10.777
1727616000000,5685645,5690126,5683872,5688370,1727616299999,5.644
1727616300000,5687739,5689668,5682895,5684288,1727616599999,10.507
1727616600000,5684288,5686286,5682895,5684262,1727616899999,4.195
1727616900000,5685204,5686415,5681607,5684884,1727617199999,1.270
1727617200000,5684884,5694397,5683570,5690687,1727617499999,30.932
1727617500000,5691370,5693739,5688127,5690548,1727617799999,7.954
1727617800000,5690548,5691326,5688127,5688905,1727618099999,7.213
1727618100000,5688905,5690114,5686500,5687857,1727618399999,3.285
1727618400000,5687857,5689837,5680699,5681520,1727618699999,12.994
1727618700000,5680734,5685514,5678019,5678348,1727618999999,3.589
1727619000000,5678348,5684572,5678348,5681486,1727619299999,5.833
1727619300000,5681486,5686663,5681486,5683282,1727619599999,2.966
1727619600000,5682936,5683991,5676369,5677129,1727619899999,2.196
1727619900000,5677915,5681165,5677086,5678028,1727620199999,1.560
1727620200000,5678926,5680741,5675548,5675548,1727620499999,12.486
1727620500000,5675548,5679246,5673456,5674191,1727620799999,3.963
1727620800000,5673845,5677759,5673154,5674891,1727621099999,8.945
1727621100000,5674891,5678252,5672290,5674450,1727621399999,3.106
1727621400000,5673552,5674467,5671772,5672904,1727621699999,2.678
1727621700000,5674234,5676714,5671780,5674752,1727621999999,6.334
1727622000000,5674752,5675755,5663754,5671253,1727622299999,34.443
1727622300000,5670735,5672454,5667288,5669007,1727622599999,7.659
1727622600000,5668748,5676437,5667797,5675400,1727622899999,7.058
